ID,WD,JD,GD,SD,SJ,target,Unnamed: 7,new
R2019081304382086707067,32.287419594872105,128.01592998623002,4606.7581051526395,736.929700936624,2012/2/1 10:04:42,F-4,,"128.01592998623002,32.287419594872105"
R2019081304382086707067,32.280732029122895,127.994720550266,4744.39245194401,663.679851225428,2012/2/1 10:04:52,F-4,,"127.994720550266,32.280732029122895"
R2019081304382086707067,32.2759322302013,127.95762121011299,5499.48096275305,698.968041478176,2012/2/1 10:05:02,F-4,,"127.95762121011299,32.2759322302013"
R2019081304382086707067,32.259613633435805,127.93146503174299,4729.79373542117,675.644514721653,2012/2/1 10:05:12,F-4,,"127.93146503174299,32.259613633435805"
R2019081304382086707067,32.2405661450508,127.925152400625,4938.5192852646705,700.824731518898,2012/2/1 10:05:22,F-4,,"127.925152400625,32.2405661450508"
R2019081304382086707067,32.2442101217925,127.89236494214701,5189.96482234912,741.464728997771,2012/2/1 10:05:32,F-4,,"127.89236494214701,32.2442101217925"
R2019081304382086707067,32.239388694447,127.879925811839,5120.22304936323,650.8478380743641,2012/2/1 10:05:42,F-4,,"127.879925811839,32.239388694447"
R2019081304382086707067,32.2346884010291,127.86514002618401,5471.6344866769605,736.6860211764861,2012/2/1 10:05:52,F-4,,"127.86514002618401,32.2346884010291"
R2019081304382086707067,32.2161075518504,127.825281351865,4965.71430306216,731.8257252601089,2012/2/1 10:06:02,F-4,,"127.825281351865,32.2161075518504"
R2019081304382086707067,32.2204169529109,127.80066106359101,5121.550551905089,708.651865394158,2012/2/1 10:06:12,F-4,,"127.80066106359101,32.2204169529109"
R2019081304382086707067,32.2345993676599,127.79488683501002,5260.09681763132,720.3336575396049,2012/2/1 10:06:22,F-4,,"127.79488683501002,32.2345993676599"
R2019081304382086707067,32.2281051998542,127.773630017254,4766.81049040836,693.077772410157,2012/2/1 10:06:32,F-4,,"127.773630017254,32.2281051998542"
R2019081304382086707067,32.2115818470751,127.769720216091,4547.27724802088,694.6833689905161,2012/2/1 10:06:42,F-4,,"127.769720216091,32.2115818470751"
R2019081304382086707067,32.2031268623332,127.756064922992,4763.75781477604,736.9457365418531,2012/2/1 10:06:52,F-4,,"127.756064922992,32.2031268623332"
R2019081304382086707067,32.2166261133256,127.753246344926,5119.48604724346,678.481066053957,2012/2/1 10:07:02,F-4,,"127.753246344926,32.2166261133256"
R2019081304382086707067,32.1973848883256,127.745308968666,4891.6993459648,654.253301212682,2012/2/1 10:07:12,F-4,,"127.745308968666,32.1973848883256"
R2019081304382086707067,32.214672705431,127.730216987068,4766.07476513184,679.309673807262,2012/2/1 10:07:22,F-4,,"127.730216987068,32.214672705431"
R2019081304382086707067,32.2073126589826,127.725855013246,5242.1393006770595,674.838156311232,2012/2/1 10:07:32,F-4,,"127.725855013246,32.2073126589826"
R2019081304382086707067,32.1884728059925,127.696768356211,4971.83010749138,710.0049721356501,2012/2/1 10:07:42,F-4,,"127.696768356211,32.1884728059925"
R2019081304382086707067,32.1717817248243,127.69448220156,5052.35499774681,727.098000458022,2012/2/1 10:07:52,F-4,,"127.69448220156,32.1717817248243"
R2019081304382086707067,32.168470824409496,127.65947957642099,5451.18446366451,682.2760839165541,2012/2/1 10:08:02,F-4,,"127.65947957642099,32.168470824409496"
R2019081304382086707067,32.1755249532495,127.622495367352,5288.31905908339,658.385052815259,2012/2/1 10:08:12,F-4,,"127.622495367352,32.1755249532495"
R2019081304382086707067,32.165417301106,127.603181420352,4965.2164929850105,653.907837813677,2012/2/1 10:08:22,F-4,,"127.603181420352,32.165417301106"
R2019081304382086707067,32.168824591103395,127.564887902928,4943.71383611286,668.075892477332,2012/2/1 10:08:32,F-4,,"127.564887902928,32.168824591103395"
R2019081304382086707067,32.1748609453125,127.5405524379,4872.29274044386,662.731806474147,2012/2/1 10:08:42,F-4,,"127.5405524379,32.1748609453125"
R2019081304382086707067,32.1960061694882,127.54018925903,4849.9076619511,731.2980553048191,2012/2/1 10:08:52,F-4,,"127.54018925903,32.1960061694882"
R2019081304382086707067,32.211922393891804,127.52955894102101,4928.61783431313,699.0178014380009,2012/2/1 10:09:02,F-4,,"127.52955894102101,32.211922393891804"
R2019081304382086707067,32.2127600806859,127.499262581059,4611.52963578307,684.191227440811,2012/2/1 10:09:12,F-4,,"127.499262581059,32.2127600806859"
R2019081304382086707067,32.2042206794769,127.47075833370701,5171.61501137149,696.0062504028931,2012/2/1 10:09:22,F-4,,"127.47075833370701,32.2042206794769"
R2019081304382086707067,32.223171837041505,127.43414457352101,5476.49718168028,663.483322837149,2012/2/1 10:09:32,F-4,,"127.43414457352101,32.223171837041505"
R2019081304382086707067,32.215091976198,127.413173717585,5038.5828374599,682.726616846736,2012/2/1 10:09:42,F-4,,"127.413173717585,32.215091976198"
R2019081304382086707067,32.2250519969614,127.39705061737301,5079.608663720829,745.0468098721691,2012/2/1 10:09:52,F-4,,"127.39705061737301,32.2250519969614"
R2019081304382086707067,32.2111426870207,127.36040678425199,5320.728762457489,723.3942866201489,2012/2/1 10:10:02,F-4,,"127.36040678425199,32.2111426870207"
R2019081304382086707067,32.2081938101207,127.345951768283,5197.05435014193,711.046054382364,2012/2/1 10:10:12,F-4,,"127.345951768283,32.2081938101207"
R2019081304382086707067,32.232692290275395,127.32680904658999,4687.33415481976,656.922928899025,2012/2/1 10:10:22,F-4,,"127.32680904658999,32.232692290275395"
R2019081304382086707067,32.2477723705299,127.29230255758499,4582.24191939563,695.570305336998,2012/2/1 10:10:32,F-4,,"127.29230255758499,32.2477723705299"
R2019081304382086707067,32.2313058137459,127.255423922152,4757.10274058259,733.64833713679,2012/2/1 10:10:42,F-4,,"127.255423922152,32.2313058137459"
R2019081304382086707067,32.250057111484,127.225616533168,5014.3847183857,726.2303610687289,2012/2/1 10:11:02,F-4,,"127.225616533168,32.250057111484"
R2019081304382086707067,32.2606635974661,127.19088438390301,5038.93393629181,713.933374157144,2012/2/1 10:11:12,F-4,,"127.19088438390301,32.2606635974661"
R2019081304382086707067,32.2499683550706,127.180349030451,4815.33238911784,693.777887822957,2012/2/1 10:11:22,F-4,,"127.180349030451,32.2499683550706"
R2019081304382086707067,32.2721835221602,127.158849647609,4510.74476400891,663.99320136476,2012/2/1 10:11:32,F-4,,"127.158849647609,32.2721835221602"
R2019081304382086707067,32.262136052111,127.147951352482,4957.88563529862,736.822617932606,2012/2/1 10:11:42,F-4,,"127.147951352482,32.262136052111"
R2019081304382086707067,32.2845053470179,127.141834285229,5266.0909983171605,697.6840125618891,2012/2/1 10:11:52,F-4,,"127.141834285229,32.2845053470179"
R2019081304382086707067,32.284509055353105,127.13619839714701,4705.78386225076,714.621407755009,2012/2/1 10:12:02,F-4,,"127.13619839714701,32.284509055353105"
R2019081304382086707067,32.2760019211702,127.120972883363,5131.8198640979,705.484457060455,2012/2/1 10:12:12,F-4,,"127.120972883363,32.2760019211702"
R2019081304382086707067,32.2914370176075,127.09758663379101,5421.74153585068,741.6769117078169,2012/2/1 10:12:22,F-4,,"127.09758663379101,32.2914370176075"
R2019081304382086707067,32.2988835272295,127.09149214610201,4999.8762833419605,702.1150982250059,2012/2/1 10:12:32,F-4,,"127.09149214610201,32.2988835272295"
R2019081304382086707067,32.2889890078556,127.07132090015399,4997.40748596257,744.08504129112,2012/2/1 10:12:42,F-4,,"127.07132090015399,32.2889890078556"
R2019081304382086707067,32.2762935856135,127.04418775008499,5301.77367515945,680.441797538866,2012/2/1 10:12:52,F-4,,"127.04418775008499,32.2762935856135"
R2019081304382086707067,32.2624011657434,127.011383293465,5155.1387550566105,737.324274325429,2012/2/1 10:13:02,F-4,,"127.011383293465,32.2624011657434"
R2019081304382086707067,32.2531037506206,126.98253850436001,4945.3504744197,673.1995015978811,2012/2/1 10:13:12,F-4,,"126.98253850436001,32.2531037506206"
R2019081304382086707067,32.2498339356962,126.95263987303998,4868.16827224948,700.8112149549701,2012/2/1 10:13:22,F-4,,"126.95263987303998,32.2498339356962"
R2019081304382086707067,32.2387484844473,126.948200559992,4527.2558760024895,744.648464347538,2012/2/1 10:13:32,F-4,,"126.948200559992,32.2387484844473"
R2019081304382086707067,32.262976631799695,126.91721937646999,5375.0831116340505,747.696384227693,2012/2/1 10:13:42,F-4,,"126.91721937646999,32.262976631799695"
R2019081304382086707067,32.264213955275395,126.902393185429,5194.927333712079,664.880659158752,2012/2/1 10:13:52,F-4,,"126.902393185429,32.264213955275395"
R2019081304382086707067,32.2857396621866,126.88418101645901,4765.68585227508,725.3070895445098,2012/2/1 10:14:02,F-4,,"126.88418101645901,32.2857396621866"
R2019081304382086707067,32.2854828229624,126.857037099263,5246.193942495711,676.163036202156,2012/2/1 10:14:12,F-4,,"126.857037099263,32.2854828229624"
