WD,JD
30.2049,123.5280996
30.20951364,123.4781693
30.21412727,123.4342264
30.21874091,123.3959034
30.22335455,123.3628481
30.22796818,123.3347233
30.23258182,123.311206
30.23719545,123.2919876
30.24180909,123.2767729
30.24642273,123.2652798
30.25103636,123.2572392
30.25565,123.2523943
30.26026364,123.2505001
30.26487727,123.2513235
30.26949091,123.2546424
30.27410455,123.2602457
30.27871818,123.2679327
30.28333182,123.2775128
30.28794545,123.2888054
30.29255909,123.3016392
30.29717273,123.3158522
30.30178636,123.331291
30.3064,123.3478109
30.31101364,123.3652754
30.31562727,123.3835559
30.32024091,123.4025313
30.32485455,123.4220881
30.32946818,123.4421196
30.33408182,123.4625261
30.33869545,123.4832143
30.34330909,123.5040974
30.34792273,123.5250943
30.35253636,123.5461299
30.35715,123.5671347
30.36176364,123.5880446
30.36637727,123.6088002
30.37099091,123.6293475
30.37560455,123.6496368
30.38021818,123.6696232
30.38483182,123.6892657
30.38944545,123.7085276
30.39405909,123.7273761
30.39867273,123.745782
30.40328636,123.7637198
30.4079,123.7811672
30.41251364,123.7981051
30.41712727,123.8145174
30.42174091,123.8303911
30.42635455,123.8457155
30.43096818,123.8604828
30.43558182,123.8746875
30.44019545,123.8883264
30.44480909,123.9013984
30.44942273,123.9139045
30.45403636,123.9258476
30.45865,123.9372321
30.46326364,123.9480644
30.46787727,123.9583522
30.47249091,123.9681048
30.47710455,123.9773328
30.48171818,123.9860477
30.48633182,123.9942625
30.49094545,124.0019912
30.49555909,124.0092484
30.50017273,124.0160499
30.50478636,124.0224121
30.5094,124.028352
30.51401364,124.0338874
30.51862727,124.0390365
30.52324091,124.043818
30.52785455,124.0482509
30.53246818,124.0523545
30.53708182,124.0561486
30.54169545,124.0596529
30.54630909,124.0628874
30.55092273,124.0658722
30.55553636,124.0686273
30.56015,124.0711729
30.56476364,124.0735288
30.56937727,124.075715
30.57399091,124.0777512
30.57860455,124.079657
30.58321818,124.0814517
30.58783182,124.0831544
30.59244545,124.0847837
30.59705909,124.0863582
30.60167273,124.087896
30.60628636,124.0894147
30.6109,124.0909316
30.61551364,124.0924635
30.62012727,124.0940269
30.62474091,124.0956377
30.62935455,124.0973113
30.63396818,124.0990627
30.63858182,124.1009062
30.64319545,124.1028557
30.64780909,124.1049246
30.65242273,124.1071255
30.65703636,124.1094707
30.66165,124.1119719
30.66626364,124.11464
30.67087727,124.1174854
30.67549091,124.1205181
30.68010455,124.1237473
30.68471818,124.1271817
30.68933182,124.1308293
30.69394545,124.1346976
30.69855909,124.1387935
30.70317273,124.1431233
30.70778636,124.1476927
30.7124,124.1525067
30.71701364,124.15757
30.72162727,124.1628866
30.72624091,124.1684597
30.73085455,124.1742922
30.73546818,124.1803865
30.74008182,124.1867443
30.74469545,124.1933667
30.74930909,124.2002545
30.75392273,124.2074079
30.75853636,124.2148265
30.76315,124.2225095
30.76776364,124.2304556
30.77237727,124.2386631
30.77699091,124.2471298
30.78160455,124.2558529
30.78621818,124.2648295
30.79083182,124.274056
30.79544545,124.2835286
30.80005909,124.2932429
30.80467273,124.3031944
30.80928636,124.313378
30.8139,124.3237885
30.81851364,124.3344201
30.82312727,124.3452669
30.82774091,124.3563227
30.83235455,124.3675809
30.83696818,124.3790348
30.84158182,124.3906772
30.84619545,124.4025009
30.85080909,124.4144986
30.85542273,124.4266623
30.86003636,124.4389844
30.86465,124.4514568
30.86926364,124.4640713
30.87387727,124.4768196
30.87849091,124.4896934
30.88310455,124.5026839
30.88771818,124.5157827
30.89233182,124.528981
30.89694545,124.5422702
30.90155909,124.5556413
30.90617273,124.5690856
30.91078636,124.5825943
30.9154,124.5961585
30.92001364,124.6097695
30.92462727,124.6234183
30.92924091,124.6370963
30.93385455,124.6507948
30.93846818,124.6645052
30.94308182,124.6782189
30.94769545,124.6919274
30.95230909,124.7056226
30.95692273,124.719296
30.96153636,124.7329398
30.96615,124.7465458
30.97076364,124.7601063
30.97537727,124.7736137
30.97999091,124.7870606
30.98460455,124.8004396
30.98921818,124.8137437
30.99383182,124.826966
30.99844545,124.8400999
31.00305909,124.8531389
31.00767273,124.8660768
31.01228636,124.8789076
31.0169,124.8916256
31.02151364,124.9042254
31.02612727,124.9167017
31.03074091,124.9290495
31.03535455,124.9412642
31.03996818,124.9533414
31.04458182,124.965277
31.04919545,124.9770671
31.05380909,124.9887081
31.05842273,125.0001968
31.06303636,125.0115303
31.06765,125.022706
31.07226364,125.0337214
31.07687727,125.0445745
31.08149091,125.0552637
31.08610455,125.0657874
31.09071818,125.0761446
31.09533182,125.0863345
31.09994545,125.0963567
31.10455909,125.1062109
31.10917273,125.1158973
31.11378636,125.1254164
31.1184,125.134769
31.12301364,125.1439561
31.12762727,125.1529792
31.13224091,125.16184
31.13685455,125.1705405
