WD,JD
23.913,124.7013651
23.92702755,124.7334335
23.94105511,124.7638967
23.95508266,124.792848
23.96911021,124.8203768
23.98313776,124.8465689
23.99716532,124.8715059
24.01119287,124.8952661
24.02522042,124.917924
24.03924798,124.939551
24.05327553,124.960215
24.06730308,124.9799808
24.08133064,124.99891
24.09535819,125.0170612
24.10938574,125.0344903
24.12341329,125.0512503
24.13744085,125.0673915
24.1514684,125.0829615
24.16549595,125.0980057
24.17952351,125.1125666
24.19355106,125.1266849
24.20757861,125.1403986
24.22160617,125.1537438
24.23563372,125.1667545
24.24966127,125.1794625
24.26368882,125.1918978
24.27771638,125.2040886
24.29174393,125.2160613
24.30577148,125.2278404
24.31979904,125.2394489
24.33382659,125.2509083
24.34785414,125.2622385
24.3618817,125.2734578
24.37590925,125.2845834
24.3899368,125.295631
24.40396435,125.3066151
24.41799191,125.3175489
24.43201946,125.3284445
24.44604701,125.3393129
24.46007457,125.3501641
24.47410212,125.3610069
24.48812967,125.3718495
24.50215723,125.3826988
24.51618478,125.3935611
24.53021233,125.4044419
24.54423988,125.4153457
24.55826744,125.4262766
24.57229499,125.4372378
24.58632254,125.4482319
24.6003501,125.4592608
24.61437765,125.470326
24.6284052,125.4814284
24.64243276,125.4925684
24.65646031,125.5037459
24.67048786,125.5149604
24.68451541,125.526211
24.69854297,125.5374964
24.71257052,125.548815
24.72659807,125.5601648
24.74062563,125.5715436
24.75465318,125.582949
24.76868073,125.5943781
24.78270829,125.6058281
24.79673584,125.6172958
24.81076339,125.6287779
24.82479094,125.640271
24.8388185,125.6517715
24.85284605,125.6632756
24.8668736,125.6747796
24.88090116,125.6862797
24.89492871,125.697772
24.90895626,125.7092524
24.92298382,125.7207171
24.93701137,125.732162
24.95103892,125.7435832
24.96506647,125.7549767
24.97909403,125.7663386
24.99312158,125.777665
25.00714913,125.788952
25.02117669,125.8001959
25.03520424,125.8113929
25.04923179,125.8225395
25.06325934,125.8336321
25.0772869,125.8446673
25.09131445,125.8556417
25.105342,125.8665521
25.11936956,125.8773954
25.13339711,125.8881687
25.14742466,125.898869
25.16145222,125.9094937
25.17547977,125.9200402
25.18950732,125.930506
25.20353487,125.9408889
25.21756243,125.9511867
25.23158998,125.9613975
25.24561753,125.9715193
25.25964509,125.9815505
25.27367264,125.9914896
25.28770019,126.0013352
25.30172775,126.0110861
25.3157553,126.0207413
25.32978285,126.0302998
25.3438104,126.0397609
25.35783796,126.049124
25.37186551,126.0583888
25.38589306,126.0675549
25.39992062,126.0766223
25.41394817,126.0855909
25.42797572,126.094461
25.44200328,126.103233
25.45603083,126.1119073
